subject_id;StimulIndex;trialnum;which_experiment;itemnr;condition;sentence_num;reading/responseTime;answer1;answer1AsPredicted
39;3;1;modal;1;3;1;910;
39;3;1;modal;1;3;2;190;
39;3;1;modal;1;3;3;150;
39;3;1;modal;1;3;4;990;False
