subject_id;StimulIndex;trialnum;which_experiment;itemnr;condition;sentence_num;reading/responseTime;answer1;answer1AsPredicted
20;2;1;modal;1;2;1;3042;
20;2;1;modal;1;2;2;2085;
20;2;1;modal;1;2;3;2394;
20;2;1;1;2;4;2849;False
