subject_id;StimulIndex;trialnum;which_experiment;itemnr;condition;sentence_num;reading/responseTime;answer1;answer1AsPredicted
18;6;1;modal;1;6;1;1712;
18;6;1;modal;1;6;2;1205;
18;6;1;modal;1;6;3;1710;
18;6;1;1;6;4;2458;
18;6;1;1;6;4;6598;True
